name,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
Compliance Recording AI Analysis Microsoft Teams,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/agatsoftwaredevelopmentltd1592480580416.recording_compliance_anaylsis_1?exp=ubp8&tab=Overview,11,13,2,1.2
Glassbox,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/glassbox.glassbox_solution?exp=ubp8&tab=Overview,518,647,129,1.2
Spring Global - Mobile Retail Execution for Field,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/springglobal.spring-retail-execution?exp=ubp8&tab=Overview,6,7,1,1.2
ARIS Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/softwareagusainc.aris_enterprise?exp=ubp8&tab=Overview,22,27,5,1.2
Blackbaud CRM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blackbaud-1023404.bbcrm?exp=ubp8&tab=Overview,32,37,5,1.2
Minitab Statistical Software,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/minitabllc1614270009582.mss_20?exp=ubp8&tab=Overview,107,126,19,1.2
eSentire MDR with Microsoft Sentinel,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esentireinc1602025035350.esentire_sentinel?exp=ubp8&tab=Overview,142,176,34,1.2
Workpuls,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/workpulsinc1613668322757.wp30?exp=ubp8&tab=Overview,152,182,30,1.2
Supermetrics for Azure Storage,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/supermetrics1604042975056.supermetrics-for-azure-storage?exp=ubp8&tab=Overview,594,730,136,1.2
Blackbaud Raiser's Edge NXT,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blackbaud-1023404.bbrenxt?exp=ubp8&tab=Overview,331,401,70,1.2
CCH Tagetik,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cch-suretax.cchtagetik?exp=ubp8&tab=Overview,41,49,8,1.2
Supermetrics for Azure Synapse,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/supermetrics1604042975056.supermetrics-for-synapse?exp=ubp8&tab=Overview,594,730,136,1.2
Toucan Guided Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/toucantoco1605628169815.toucan-toco?exp=ubp8&tab=Overview,101,121,20,1.2
Infinity,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/temenos1581352901657.temenos_infinity?exp=ubp8&tab=Overview,5,6,1,1.2
Whatfix,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/quickotechnosoftlabsprivatelimited1586767592996.whatfix?exp=ubp8&tab=Overview,260,314,54,1.2
iotconnect,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/softwebsolutions-4518310.iotconnect-vm-offer?exp=ubp8&tab=Overview,11,13,2,1.2
Bold BI Enterprise - Multi-tenant,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/syncfusion.bold-bi-enterprise-multi-tenant?exp=ubp8&tab=Overview,47,56,9,1.2
InterSystems IRIS Data Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-enterprise?exp=ubp8&tab=Overview,39,46,7,1.2
InterSystems IRIS for Health,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-health-paid?exp=ubp8&tab=Overview,39,46,7,1.2
InterSystems IRIS for Health BYOL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-health?exp=ubp8&tab=Overview,39,46,7,1.2
Redgate SQL Provision,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/redgate.redgatesqlprovision?exp=ubp8&tab=Overview,10,12,2,1.2
SQLGate,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/chequer.sqlgate?exp=ubp8&tab=Overview,12,14,2,1.2
Redgate SQL Monitor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/redgate.redgatesqlmonitor?exp=ubp8&tab=Overview,10,12,2,1.2
Minitab Connect,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/minitabllc1614270009582.connect?exp=ubp8&tab=Overview,16,19,3,1.2
InterSystems IRIS for Health Community Edition,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-health-community?exp=ubp8&tab=Overview,39,46,7,1.2
InterSystems IRIS Community Edition,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-community?exp=ubp8&tab=Overview,40,47,7,1.2
ThoughtSpot Search & AI-driven Analytics (BYOL),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/thoughtspot-inc.thoughtspotvirtualmachine?exp=ubp8&tab=Overview,245,297,52,1.2
InterSystems IRIS Data Platform BYOL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intersystems.intersystems-iris-byol?exp=ubp8&tab=Overview,40,47,7,1.2
NovaceneAI Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/novaceneaicorp1584102238244.novacene?exp=ubp8&tab=Overview,13,16,3,1.2
Dqlabs Lite,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intellectyx1582086354194.dqlabs_lite?exp=ubp8&tab=Overview,5,6,1,1.2
ThoughtSpot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/thoughtspotinc1591838959736.thoughtspot-enterprise-saas?exp=ubp8&tab=Overview,245,297,52,1.2
Algolia Search and Discovery,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/algolia.algolia_search_and_discovery?exp=ubp8&tab=Overview,323,375,52,1.2
Speech,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesSpeechServices?exp=ubp8&tab=Overview,77,90,13,1.2
IBM Watson Discovery,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ibm-usa-ny-armonk-hq-6275750-ibmcloud-asperia.ibm-cloud-pak-for-data-watson-discovery?exp=ubp8&tab=Overview,85,97,12,1.1
Domo for Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/domo_inc.domo?exp=ubp8&tab=Overview,631,700,69,1.1
Azure Data Explorer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.AzureKusto?exp=ubp8&tab=Overview,39,44,5,1.1
Data Factory,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.DataFactory?exp=ubp8&tab=Overview,562,596,34,1.1
Service Bus,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.ServiceBus?exp=ubp8&tab=Overview,249,263,14,1.1
Azure Machine Learning,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.MachineLearningServices?exp=ubp8&tab=Overview,137,153,16,1.1
Microsoft Purview,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.AzurePurviewGalleryPackage?exp=ubp8&tab=Overview,29,31,2,1.1
Azure CycleCloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azurecyclecloud.azure-cyclecloud?exp=ubp8&tab=Overview,12,13,1,1.1
CockroachDB,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cockroachlabs1586448087626.cockroachdb-azure?exp=ubp8&tab=Overview,20,21,1,1.1
OneStream,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/onestreamsoftware.onestream_xf?exp=ubp8&tab=Overview,48,52,4,1.1
SonicWall Analytics-BYOL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sonicwall-inc.sonicwall-analytics-firewall-byol?exp=ubp8&tab=Overview,115,131,16,1.1
FlexSim for Bonsai,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/flexsimsoftwareproductsinc1662480678262.flexsim-simulator-v1?exp=ubp8&tab=Overview,54,57,3,1.1
Increff,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nextscmsolutionsprivatelimited1656569813625.increff_1?exp=ubp8&tab=Overview,37,41,4,1.1
FME Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/safesoftwareinc.fme-platform?exp=ubp8&tab=Overview,14,16,2,1.1
Kapiche,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/kapiche.kapiche-saas?exp=ubp8&tab=Overview,36,39,3,1.1
IRONSCALES,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iron-scales.ironscales?exp=ubp8&tab=Overview,21,24,3,1.1
InRule,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/inruletechnology-1043512.inrulesaas?exp=ubp8&tab=Overview,57,65,8,1.1
Applitools Eyes for Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/applitools-5070078.applitoolseyes?exp=ubp8&tab=Overview,43,47,4,1.1
ArcGIS Business Analyst Web App,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.arcgis-business-analyst-web?exp=ubp8&tab=Overview,18,19,1,1.1
Automated Feedback by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_automated_feedback?exp=ubp8&tab=Overview,12,13,1,1.1
Moogsoft AIOps,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/moogsoft.moogsoft-trial?exp=ubp8&tab=Overview,35,38,3,1.1
Piwik PRO Analytics Suite,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/piwikprospzoo-5043373.enterpriseanalyticsandtagmanagementplatform?exp=ubp8&tab=Overview,22,25,3,1.1
Real-Time Digital Operations Management for Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pagerduty.pagerdutysaas?exp=ubp8&tab=Overview,792,882,90,1.1
CloudPilot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cloudatlasinc.36d534d9-ab47-4cd8-93d3-2be7df682782?exp=ubp8&tab=Overview,7,8,1,1.1
Captain Up,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/captain-up.5173591?exp=ubp8&tab=Overview,9,10,1,1.1
Snowflake,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/snowflake.snowflake_contact_me?exp=ubp8&tab=Overview,442,496,54,1.1
Interactive Document by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_interactive_document?exp=ubp8&tab=Overview,12,13,1,1.1
Interactive Audio by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_interactive_audio?exp=ubp8&tab=Overview,12,13,1,1.1
Interactive Presentation by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_interactive_presentation?exp=ubp8&tab=Overview,12,13,1,1.1
Interactive Video by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_interactive_video?exp=ubp8&tab=Overview,12,13,1,1.1
Comprehension by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_comprehension?exp=ubp8&tab=Overview,12,13,1,1.1
Labelbox,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/labelbox1639767532462.labelbox?exp=ubp8&tab=Overview,27,30,3,1.1
FeedbackFruits Tool Suite for Higher Ed,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1586515325519.feedbackfruits_he?exp=ubp8&tab=Overview,12,13,1,1.1
FeedbackFruits Tool Suite for K12,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1586515325519.feedbackfruits_k12?exp=ubp8&tab=Overview,12,13,1,1.1
ArcGIS Online,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.sol-14320-fil?exp=ubp8&tab=Overview,168,184,16,1.1
Peer Review by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_peer_review?exp=ubp8&tab=Overview,12,13,1,1.1
Skill Review by FeedbackFruits,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_skill_review?exp=ubp8&tab=Overview,12,13,1,1.1
FeedbackFruits Tool Suite,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedbackfruits1589372217712.feedbackfruits_suite_of_tools?exp=ubp8&tab=Overview,12,13,1,1.1
Informatica Data Quality,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.informatica-idq-1041?exp=ubp8&tab=Overview,11,12,1,1.1
Informatica Enterprise Data Catalog,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.informaica-edc-1041?exp=ubp8&tab=Overview,19,21,2,1.1
Blue Yonder Warehouse Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/jdasoftware-global.jda_warehouse_management_appsource?exp=ubp8&tab=Overview,17,19,2,1.1
PPM Express,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ppmexpresscorporation.ppm-express?exp=ubp8&tab=Overview,7,8,1,1.1
XLSTAT Basic,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-basic?exp=ubp8&tab=Overview,37,41,4,1.1
IQVIA Research Management Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iqviainc1620065739561.sol-63435-ihs?exp=ubp8&tab=Overview,13,14,1,1.1
SmartOffice,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/avnetinc.smart_office?exp=ubp8&tab=Overview,28,32,4,1.1
i-Sight,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/i-sight.i-sight?exp=ubp8&tab=Overview,47,53,6,1.1
XLSTAT Basic+,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-base?exp=ubp8&tab=Overview,37,41,4,1.1
XLSTAT Premium,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-premium?exp=ubp8&tab=Overview,37,41,4,1.1
Mentionlytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mentionlyticsltd.mentionlytics?exp=ubp8&tab=Overview,65,73,8,1.1
XLSTAT Sensory,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-sensory?exp=ubp8&tab=Overview,37,41,4,1.1
XLSTAT Life Sciences,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-biomed?exp=ubp8&tab=Overview,37,41,4,1.1
XLSTAT Marketing,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-marketing?exp=ubp8&tab=Overview,37,41,4,1.1
XLSTAT Forecasting,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-forecast?exp=ubp8&tab=Overview,37,41,4,1.1
XLSTAT Quality,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/addinsoft.xlstat-quality?exp=ubp8&tab=Overview,37,41,4,1.1
Armorblox for Microsoft Sentinel,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/armorblox1601081599926.armorblox_sentinel_1?exp=ubp8&tab=Overview,12,13,1,1.1
Sumo Logic for Azure Audit,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sumologic.sumo-logic-azure-audit-logs?exp=ubp8&tab=Overview,268,282,14,1.1
Moogsoft AIOps Trial,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/moogsoft.moogsoft-aiops?exp=ubp8&tab=Overview,35,38,3,1.1
ArcGIS Desktop,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.arcgis-desktop?exp=ubp8&tab=Overview,308,331,23,1.1
Varnish Custom Statistics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/varnish.varnish-custom-statistics?exp=ubp8&tab=Overview,85,96,11,1.1
Sumo Logic for Azure Web Apps,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sumologic.sumo-logic-azure-webapp?exp=ubp8&tab=Overview,268,282,14,1.1
AWARE,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/citymaasio1582729509137.aware?exp=ubp8&tab=Overview,15,16,1,1.1
Relex Work,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/relexsolutions.sol-40727-ogb?exp=ubp8&tab=Overview,14,16,2,1.1
Engagely Voice AI Bot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/exponentiadatalab1590053244292.engagely_voice_ai_solution_1?exp=ubp8&tab=Overview,17,18,1,1.1
LivePerson Conversational Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/livepersoninc1588859823179.liveperson_conversational_cloud_cm?exp=ubp8&tab=Overview,119,133,14,1.1
Unity,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/codafication1578973662846.unity_cloud?exp=ubp8&tab=Overview,316,336,20,1.1
MATLAB (BYOL),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mathworks-inc.matlab-byol?exp=ubp8&tab=Overview,667,724,57,1.1
Dataiku Enterprise Ready AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dataiku.dataiku-dss-azure?exp=ubp8&tab=Overview,34,37,3,1.1
Informatica Intelligent Data Management Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.annualiics?exp=ubp8&tab=Overview,248,264,16,1.1
Azure Health Bot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.HealthBot?exp=ubp8&tab=Overview,17,18,1,1.1
Language Understanding,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesLUISAllInOne?exp=ubp8&tab=Overview,12,13,1,1.1
Translator,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesTextTranslation?exp=ubp8&tab=Overview,295,312,17,1.1
Azure CDN Core Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.AzureCdnCoreAnalytics?exp=ubp8&tab=Overview,21,24,3,1.1
Board – The Intelligent Planning Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/board-international.board-cloud?exp=ubp8&tab=Overview,247,265,18,1.1
Hyperscience Intelligent Document Processing,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hyperscience1598031518245.hyperscience?exp=ubp8&tab=Overview,15,16,1,1.1
Iamprogrez Skillbuilder for Minecraft,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iamprogrez.skillbuilder-for-minecraft?exp=ubp8&tab=Overview,2,2,0,1.0
Air Optimizer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/amphoricatechnologiesltd1666090299586.airoptimizer1?exp=ubp8&tab=Overview,1,1,0,1.0
OneConnect by OnePlan,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/oneplanllc.oneconnect?exp=ubp8&tab=Overview,1,1,0,1.0
Dash Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/plotlytechnologiesinc1579709143597.de01?exp=ubp8&tab=Overview,33,34,1,1.0
Terraform on Ubuntu 20.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.terraform-on-ubuntu2004?exp=ubp8&tab=Overview,3,3,0,1.0
Rust on Ubuntu18.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rust-on-ubuntu18?exp=ubp8&tab=Overview,1,1,0,1.0
Drupal on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.drupal-on-ubuntu1804?exp=ubp8&tab=Overview,1,1,0,1.0
Golang on Debian10,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.golang-on-debian10?exp=ubp8&tab=Overview,2,2,0,1.0
Puppet Bolt on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppet-bolt-on-windows2016?exp=ubp8&tab=Overview,1,1,0,1.0
Ripple on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.ripple-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
Ripple on Debian11,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.ripple-on-debian11?exp=ubp8&tab=Overview,1,1,0,1.0
Weka on CentOS 7.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.weka-on-centos7?exp=ubp8&tab=Overview,1,1,0,1.0
Eve on Centos7.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.eve-on-centos7?exp=ubp8&tab=Overview,1,1,0,1.0
Ruby on Debian11,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.ruby-on-debian11?exp=ubp8&tab=Overview,1,1,0,1.0
Weka on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.weka-on-ubuntu18?exp=ubp8&tab=Overview,1,1,0,1.0
Edart - Education Data Analysis and Reporting Tool,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bitnetsolutionsltd1579090789104.2020?exp=ubp8&tab=Overview,1,1,0,1.0
SharpCloud Subscriptions,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sharpcloudsoftwareltd1588172021849.sharpcloud_fullsubscription?exp=ubp8&tab=Overview,3,3,0,1.0
WellView,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pelotoncomputerenterprises.pelotonwellview?exp=ubp8&tab=Overview,17,17,0,1.0
GEP SMART Catalog Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gep.gep_catalogmanagement?exp=ubp8&tab=Overview,23,22,-1,1.0
Puppet Bolt on Ubuntu 20.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppetbolt-on-ubuntu2004?exp=ubp8&tab=Overview,2,2,0,1.0
Puppet Bolt on Debian 11,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppetbolt-on-debian11?exp=ubp8&tab=Overview,2,2,0,1.0
Puppet Bolt on Debian 10,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppetbolt-on-debian10?exp=ubp8&tab=Overview,4,4,0,1.0
Puppet Bolt on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppetbolt-on-ubuntu1804?exp=ubp8&tab=Overview,2,2,0,1.0
Omniscope Evo,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/visokiouklimited1661943152060.visokio-omniscope?exp=ubp8&tab=Overview,10,10,0,1.0
Nagios Core on Centos 7.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.nagios-core-on-centos79?exp=ubp8&tab=Overview,1,1,0,1.0
Rstudio on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rstudio-on-windows2016?exp=ubp8&tab=Overview,1,1,0,1.0
Puppet Bolt on Windows Server 2022,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.puppetbolt-on-windows2022?exp=ubp8&tab=Overview,1,1,0,1.0
CakePHP on Windows Server 2022,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.cakephp-on-windows2022?exp=ubp8&tab=Overview,1,1,0,1.0
Theano on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.theano-on-windows2019?exp=ubp8&tab=Overview,2,2,0,1.0
CakePHP on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.cakephp-on-windows2019?exp=ubp8&tab=Overview,1,1,0,1.0
RStudio on Ubuntu20.04TS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rstudio-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
RStudio on Windows Server 2022,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rstudio-on-windows2022?exp=ubp8&tab=Overview,3,3,0,1.0
RStudio on Debian10,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rstudio-on-debian10?exp=ubp8&tab=Overview,1,1,0,1.0
Pandas on Debian10,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.pandas-on-debian10?exp=ubp8&tab=Overview,2,2,0,1.0
RStudio on Debian11,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rstudio-on-debian11?exp=ubp8&tab=Overview,1,1,0,1.0
Pandas on Ubuntu18.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.pandas-on-ubuntu18?exp=ubp8&tab=Overview,1,1,0,1.0
B2Metric Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/b2metric1661057686324.b2metric_analytics?exp=ubp8&tab=Overview,1,1,0,1.0
Automation Hero,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/automationheroinc1656071298492.automationhero_1?exp=ubp8&tab=Overview,1,1,0,1.0
Run:ai Quickstart,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/runailabsltd1647779544073.runai-quickstart?exp=ubp8&tab=Overview,1,1,0,1.0
Eve on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.eve-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
Azure FarmBeats (Preview),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/microsoftfarmbeats.microsoft_farmbeats?exp=ubp8&tab=Overview,1,1,0,1.0
GeoServer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.geoserver-windows-server-2016?exp=ubp8&tab=Overview,10,10,0,1.0
Velocity,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/kagool.velocity-kagool?exp=ubp8&tab=Overview,4,4,0,1.0
ThingsBoard Professional Edition BYOL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/things-board.tb-pe-byol?exp=ubp8&tab=Overview,5,5,0,1.0
H2O AI Cloud Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/h2o-ai.haic_ai_platform?exp=ubp8&tab=Overview,24,24,0,1.0
Graviti Unstructured Data Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gravititechnologiesinc1653497515465.graviti_contact_me?exp=ubp8&tab=Overview,1,1,0,1.0
Virtual AI based incident auditor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/enzyme1654706154542.ai_incident_predictor?exp=ubp8&tab=Overview,1,1,0,1.0
BioCatch for FSI Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/biocatch.biocatch_fsicloud?exp=ubp8&tab=Overview,2,2,0,1.0
Semarchy xDM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/semarchy.xdm-solution?exp=ubp8&tab=Overview,21,21,0,1.0
Flexera IT Visibility,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/flexerasoftware.flexera_itvisibility?exp=ubp8&tab=Overview,39,39,0,1.0
HealthEM.AI Cohort Builder Product by Tredence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tredenceinc1629971447744.tredence_healthem_ai_cohort_builder?exp=ubp8&tab=Overview,2,2,0,1.0
Automated Campaigns: AI Voice Assistant,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/borndigitalsro1621338534355.outbound_campaigns_voice_assistant?exp=ubp8&tab=Overview,1,1,0,1.0
Personetics Engage SaaS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/personeticstechnologiesltd.personetics_engage_saas_1?exp=ubp8&tab=Overview,1,1,0,1.0
Azure Cost Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/venzoas1591803357563.acd?exp=ubp8&tab=Overview,1,1,0,1.0
Azure HDInsight,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.HDInsightCluster?exp=ubp8&tab=Overview,182,184,2,1.0
Data Lake Storage Gen1,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.AzureDataLakeStore?exp=ubp8&tab=Overview,105,105,0,1.0
