name,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
Aladdin - Asset Lifecycle Management Software,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sge-power-fze.aladdin?exp=ubp8&tab=Overview,4,4,0,1.0
Plexure Retail Personalization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/plexure.c82dc2fc-817b-487e-ae83-1658c1bc8ff2?exp=ubp8&tab=Overview,1,1,0,1.0
TAMI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/salesoptimize.salesoptimize?exp=ubp8&tab=Overview,138,139,1,1.0
Roivenue,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/roivenue.4709304?exp=ubp8&tab=Overview,3,3,0,1.0
MTWO Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ribsoftware.mtwocloud?exp=ubp8&tab=Overview,3,3,0,1.0
Prodsmart,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/prodsmart.com_prodsmart_01?exp=ubp8&tab=Overview,16,16,0,1.0
Perspective – Data Governor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/perspective.6c5fcd8a-a191-43c9-a7a6-a55b686f6c71?exp=ubp8&tab=Overview,3,3,0,1.0
Metadata Management Automation and Data Lineage,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/octopai.metadata-discovery-and-management-automation?exp=ubp8&tab=Overview,1,1,0,1.0
9 Spokes Smart Business Dashboard,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/9spokesinternationallimited.9spokes_smbdashboard_appsource?exp=ubp8&tab=Overview,12,12,0,1.0
"Demand Forecasting, Prescriptive Inventory Management",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/obase.obs-dtlr-rep-01?exp=ubp8&tab=Overview,1,1,0,1.0
Social Intranet Analytics -for SharePoint and others,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mindlabsolutions.social-intranet-analytics-netmind-core?exp=ubp8&tab=Overview,2,2,0,1.0
Finviews Listed Company Fundamentals,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/managility.finviews?exp=ubp8&tab=Overview,1,1,0,1.0
Logistrics Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/logistrics.logistrics_services?exp=ubp8&tab=Overview,1,1,0,1.0
Limelight Software,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/limelight.budgeting-forecasting-reporting-app?exp=ubp8&tab=Overview,14,14,0,1.0
MDClone Healthcare Data Sandbox,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mdclone.mdclone1?exp=ubp8&tab=Overview,2,2,0,1.0
MoData -Sales Analytics For Microsoft Dynamics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/modata.modata?exp=ubp8&tab=Overview,1,1,0,1.0
Captivate Chat,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/captivateioltd1603115128507.captivatehub?exp=ubp8&tab=Overview,4,4,0,1.0
Incident Management System,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intelextechnologiesinc.incidentmanagement?exp=ubp8&tab=Overview,2,2,0,1.0
The Hark Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hark.hark-platform-energy-management?exp=ubp8&tab=Overview,2,2,0,1.0
exTables,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/expectus.extables?exp=ubp8&tab=Overview,1,1,0,1.0
FirstHive,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/emart-solutions-india-pvt-ltd.firsthive?exp=ubp8&tab=Overview,12,12,0,1.0
FirstHive,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/emart-solutions-india-pvt-ltd.firsthive?exp=ubp8&tab=Overview,12,12,0,1.0
Edsby,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/edsby.edsby?exp=ubp8&tab=Overview,71,73,2,1.0
Edsby Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/edsbycanada-4680407.edsbyanalytics?exp=ubp8&tab=Overview,71,73,2,1.0
SharePoint Vitals,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gtconsult-3395443.vitals?exp=ubp8&tab=Overview,1,1,0,1.0
Balanced Scorecard Software with Power BI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/corporater.balanced-scorecard_with_powerbi?exp=ubp8&tab=Overview,1,1,0,1.0
Cloudamize,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cloudamize.cloudamize?exp=ubp8&tab=Overview,1,1,0,1.0
Chartio,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/chartio-5300664.chartio?exp=ubp8&tab=Overview,244,244,0,1.0
Folksonomy Advance Data Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bismart.bismart_folksonomy?exp=ubp8&tab=Overview,5,5,0,1.0
iMonitor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/broadsmart.imonitor?exp=ubp8&tab=Overview,1,1,0,1.0
Smart Buildings by ICONICS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iconics.energy_smart_buildings?exp=ubp8&tab=Overview,1,1,0,1.0
Anybrain Security Platform for gaming & esports,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/anybrainsa1599752030610.anybrain_security_platform?exp=ubp8&tab=Overview,1,1,0,1.0
FCP ML DevOps Service (Size S),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hms-analytical-software-gmbh-571796.hms_azure_app_service4fcp_size_s?exp=ubp8&tab=Overview,1,1,0,1.0
tiLly {today i Learned} Microsoft Teams BOT,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tillygrouplimited1635070909209.tilly?exp=ubp8&tab=Overview,2,2,0,1.0
\\ Forecast Supply Chain with Machine Learning,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/syone1617042241635.supply_chain_ml?exp=ubp8&tab=Overview,2,2,0,1.0
wAnywhere,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/shephertztechnologies1585804665473.wanywhere?exp=ubp8&tab=Overview,1,1,0,1.0
Katonic Data Science & MLOps Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/katonicptyltd1613444956037.katonicmlops?exp=ubp8&tab=Overview,1,1,0,1.0
Landis Contact Center,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/landis-technologies.o365cctrial?exp=ubp8&tab=Overview,2,2,0,1.0
Insurity Software Solutions,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/insurity.insurance_systems?exp=ubp8&tab=Overview,2,2,0,1.0
ClickCompliance,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clickcompliance.clickcompliance?exp=ubp8&tab=Overview,7,7,0,1.0
mHub Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/crossmasters.mhubc?exp=ubp8&tab=Overview,3,3,0,1.0
Odoo on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.odoo-on-ubuntu?exp=ubp8&tab=Overview,2,2,0,1.0
DokuWiki on Windows 2019 ,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.docuwiki-on-windows-2019?exp=ubp8&tab=Overview,1,1,0,1.0
sales-i,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sales-i.sales-i?exp=ubp8&tab=Overview,135,135,0,1.0
SigParser,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sigparser.sigparser_saas?exp=ubp8&tab=Overview,2,2,0,1.0
Invisible Read Receipts & Click Tracking for Email,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blackpearlmail1580490531513.blackpearlmail-insights?exp=ubp8&tab=Overview,1,1,0,1.0
Xero Custom Connector by FreshBI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/freshbi.xero?exp=ubp8&tab=Overview,4,4,0,1.0
COPLINK X,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/forensiclogic-2755350.coplink_x?exp=ubp8&tab=Overview,2,2,0,1.0
ClearBlade IoT Edge Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clearblade.clearblade-edge-platform?exp=ubp8&tab=Overview,1,1,0,1.0
Seidor BannaAnalytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/seidor.v01?exp=ubp8&tab=Overview,4,4,0,1.0
Run:ai Atlas Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/runailabsltd1647779544073.runai_atlas_v1?exp=ubp8&tab=Overview,1,1,0,1.0
Istech Azure Managed Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/datamarketbilgihizmetlerias.istechazure?exp=ubp8&tab=Overview,1,1,0,1.0
Platform Security - Managed Service,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/newsignature.platform_security?exp=ubp8&tab=Overview,80,80,0,1.0
HYAS Insight,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hyas.insight?exp=ubp8&tab=Overview,1,1,0,1.0
ZoomCharts Drill Down PRO Visuals for Power BI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/32204330.zoomcharts-saas-licensing?exp=ubp8&tab=Overview,41,42,1,1.0
Micromail Managed Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/micromail.micromailmanagedservices?exp=ubp8&tab=Overview,1,1,0,1.0
Altia's Covert Operations Solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/altiasolutionsltd1604050610462.altia-abm-pegasus?exp=ubp8&tab=Overview,1,1,0,1.0
Keboola Connection,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/keboolaczechsro1605129526744.test?exp=ubp8&tab=Overview,87,90,3,1.0
Avanade Isotope Managed Service,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/avanade-5299580.amp_isotope_access?exp=ubp8&tab=Overview,1,1,0,1.0
ChillETL Framework,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clouddatasolutionsllc1598917148109.chilletl01?exp=ubp8&tab=Overview,3,3,0,1.0
cta.x - Control Test Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/grantthorntonllp1588703404475.cta_saas?exp=ubp8&tab=Overview,1,1,0,1.0
GABO Warehouse Framework,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gabombhcokg1585743032702.gabo_warehouse_framework?exp=ubp8&tab=Overview,1,1,0,1.0
Financial Reporting Dashboard,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/solutionbi1613123678096.financial_reporting_app?exp=ubp8&tab=Overview,1,1,0,1.0
OpenBlue Central Utility Plant,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/johnsoncontrols.openblue-cup?exp=ubp8&tab=Overview,1,1,0,1.0
TIBCO WebFOCUS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tibco-software.tibco_webfocus?exp=ubp8&tab=Overview,154,154,0,1.0
Teradata Viewpoint (DIY),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.vantage-teradata-viewpoint?exp=ubp8&tab=Overview,22,22,0,1.0
Teradata Data Mover (DIY),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.vantage-teradata-data-mover?exp=ubp8&tab=Overview,3,3,0,1.0
Protegrity Data Protection Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/protegrityusainc1627404648458.pub_saas_billboard_v1?exp=ubp8&tab=Overview,14,14,0,1.0
"Teradata Viewpoint (DIY, IntelliSphere)",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.vantage-teradata-viewpoint-intellisphere?exp=ubp8&tab=Overview,22,22,0,1.0
Hadoop-v-3.3.1,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nilespartnersinc1617691698386.hadoop_v-3-3-1?exp=ubp8&tab=Overview,1,1,0,1.0
Minitab Workspace,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/minitabllc1614270009582.workspace?exp=ubp8&tab=Overview,82,82,0,1.0
调研工厂,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/1624523448084.surveywork?exp=ubp8&tab=Overview,2,2,0,1.0
PrecisionLender,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/q2ebanking1620139003979.precisionlender?exp=ubp8&tab=Overview,2,2,0,1.0
PrecisionLender,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/q2ebanking1620139003979.precisionlender?exp=ubp8&tab=Overview,2,2,0,1.0
SwiftERM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/swifterm1586974095708.swifterm?exp=ubp8&tab=Overview,1,1,0,1.0
Aspen Enterprise IP.21 Historian™,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aspentechnologyhq-1353108.aspen_mes_collaborative?exp=ubp8&tab=Overview,21,21,0,1.0
Time is Ltd. Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/timeisltd.til_analytics?exp=ubp8&tab=Overview,1,1,0,1.0
ECOLAB3D Digital Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ecolab1586233219626.ecolab3d?exp=ubp8&tab=Overview,1,1,0,1.0
Phoenix,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gemsgroupholdingslimited1606120362322.tmrw001?exp=ubp8&tab=Overview,1,1,0,1.0
Denodo Platform 8.0 (BYOL),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-platform-8_0-vm-byol?exp=ubp8&tab=Overview,34,35,1,1.0
iServer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/orbussoftware.iserver-2020?exp=ubp8&tab=Overview,17,17,0,1.0
Alloc8 - Workforce Management & Scheduling,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/alloc8holdingsptyltd1603855891477.alloc8?exp=ubp8&tab=Overview,1,1,0,1.0
eCubeApps Free online forms,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ispatialtechnosolutions1590954335966.ecubeapps?exp=ubp8&tab=Overview,2,2,0,1.0
Informatica Axon Data Governance,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.informatica-axon-70?exp=ubp8&tab=Overview,8,8,0,1.0
INDEXIMA Analytics Engine,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/indexima1594300233028.indexima-arm-1?exp=ubp8&tab=Overview,1,1,0,1.0
Covid19 App,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infotechpvtlimited-1015853.c19_hck?exp=ubp8&tab=Overview,1,1,0,1.0
E-mail Converter,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/365softwarellp1590916794951.emailconverter?exp=ubp8&tab=Overview,1,1,0,1.0
InCyber TPIT - True prediction of insider threats,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/incyber1594028336474.incyber-tpit-saas?exp=ubp8&tab=Overview,2,2,0,1.0
Informatica Data Engineering Streaming,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.informaica-des-1041?exp=ubp8&tab=Overview,2,2,0,1.0
Servicios Manejados Sentinel,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nebulan1597762163871.nebulanzerotrust?exp=ubp8&tab=Overview,4,4,0,1.0
3drepo,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/3drepo.3drepo?exp=ubp8&tab=Overview,1,1,0,1.0
Denodo Standard (Hourly),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-std-vm-payg?exp=ubp8&tab=Overview,34,35,1,1.0
Denodo Enterprise (Annual),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-ent-saas-annual?exp=ubp8&tab=Overview,34,35,1,1.0
Denodo Professional (Annual),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-pro-saas-annual?exp=ubp8&tab=Overview,34,35,1,1.0
MonetDB server,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/monetdbsolutions1611751313758.monetdb?exp=ubp8&tab=Overview,1,1,0,1.0
Cityworks Online,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/trimbleinc1629207042907.cityworkstest1?exp=ubp8&tab=Overview,11,11,0,1.0
AVEVA™ Data Hub,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aveva1.aveva_data_hub?exp=ubp8&tab=Overview,1,1,0,1.0
Apty for Microsoft Dynamics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apty.apty_dap_client?exp=ubp8&tab=Overview,125,129,4,1.0
Elasticsearch on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.elasticsearch-on-win2019?exp=ubp8&tab=Overview,2,2,0,1.0
Elasticsearch on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.elasticsearch-on-win2016?exp=ubp8&tab=Overview,1,1,0,1.0
Clootrack,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clootracksoftwarelabsprivatelimited1594709558779.ct_experience_analytics?exp=ubp8&tab=Overview,31,32,1,1.0
Aspen Petroleum Scheduler,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aspentechnologyhq-1353108.aspen_petroleum_scheduler?exp=ubp8&tab=Overview,6,6,0,1.0
Luminate Store Execution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/jdasoftware-global.luminate_store_execution_appsource?exp=ubp8&tab=Overview,2,2,0,1.0
Blue Yonder Transportation Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/jdasoftware-global.jda_transportation_management_appsource?exp=ubp8&tab=Overview,2,2,0,1.0
HappySignals IT Experience Management Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/happysignalsoy1641991037072.happysignals_platform?exp=ubp8&tab=Overview,25,26,1,1.0
Vymo's Sales Engagement Platform for BFSI Frontline Teams,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/vymo1641298019706.vymo_lms_123?exp=ubp8&tab=Overview,154,159,5,1.0
Syook Insite Azure Application,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sparkyotechnologyprivatelimited1581665803175.insite_azure?exp=ubp8&tab=Overview,2,2,0,1.0
EEC ControlUp as a Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/eecservicesfzllc1604836615706.controluponazure001?exp=ubp8&tab=Overview,1,1,0,1.0
Health Catalyst Data Operating System,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/healthcatalyst.dos-v1?exp=ubp8&tab=Overview,2,2,0,1.0
Scuba Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/scubaanalytics.scuba_saas?exp=ubp8&tab=Overview,2,2,0,1.0
ICONICS Suite 10.97.1,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/iconics.iconics-suite-10971?exp=ubp8&tab=Overview,1,1,0,1.0
Qlik Forts,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/qlik.qlik_forts?exp=ubp8&tab=Overview,1,1,0,1.0
Indicators & Dimensions Definition Tool,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bismart.indicators_dimensions_definition_tool?exp=ubp8&tab=Overview,1,1,0,1.0
advaisor Outlook Add-in,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/advaisor.advaisor_add-in?exp=ubp8&tab=Overview,1,1,0,1.0
Rumors Monitoring,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/rumorsllc1588759807760.rumors-monitoring?exp=ubp8&tab=Overview,1,1,0,1.0
Privitar,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/privitar.privitar_publisher?exp=ubp8&tab=Overview,1,1,0,1.0
Fivetran Connector for Dynamics 365,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fivetran.fivetran_dynamics365?exp=ubp8&tab=Overview,349,366,17,1.0
Plone CMS on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.plone-cms-on-ubuntu?exp=ubp8&tab=Overview,1,1,0,1.0
ArangoDB NoSQL Database on Ubuntu 1,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.arangodb-on-ubuntu?exp=ubp8&tab=Overview,1,1,0,1.0
Denodo Data Virtualization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo_data_virtualization?exp=ubp8&tab=Overview,34,35,1,1.0
Infosys Cloud Data Validation Solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infosys.infosys_cloud_data_validation_solution?exp=ubp8&tab=Overview,1,1,0,1.0
Rockwell Automation Industrial IoT platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/rockwellautomationinc.rockwell_automation_factorytalk_innovationsuite?exp=ubp8&tab=Overview,3,3,0,1.0
Denodo Enterprise (Hourly),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-ent-vm-payg?exp=ubp8&tab=Overview,34,35,1,1.0
Denodo Enterprise Plus (Hourly),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-ent_plus-vm-payg?exp=ubp8&tab=Overview,34,35,1,1.0
Fotham Web Analytics on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.fathom-on-ubuntu?exp=ubp8&tab=Overview,1,1,0,1.0
FieldTracker.42 - BIM 4D Viewer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cad42.fieldtracker_bim4d_viewer?exp=ubp8&tab=Overview,1,1,0,1.0
TeleTracking,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teletrackingtechnologies1581023862051.test-offer-1?exp=ubp8&tab=Overview,2,2,0,1.0
SurveyMonkey MS Teams,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/surveymonkey.surveymonkey-ms-teams?exp=ubp8&tab=Overview,1000,1000,0,1.0
DeviceOn For Azure (Standard),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/advantech.deviecon_on_windows_vm_v1?exp=ubp8&tab=Overview,6,6,0,1.0
iTwin Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bentleysystemsincorporated-1164124.itwin?exp=ubp8&tab=Overview,1,1,0,1.0
Classify360,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/congruity360.congruity360?exp=ubp8&tab=Overview,2,2,0,1.0
Classify360,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/congruity360.congruity360?exp=ubp8&tab=Overview,2,2,0,1.0
Primary Market Data,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bondintelligenceinc1579558187172.azm-od-mun-dt?exp=ubp8&tab=Overview,1,1,0,1.0
Toolio,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/toolio.toolio?exp=ubp8&tab=Overview,4,4,0,1.0
Ubikite DaaS Manager,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ubikitellc.ubikite_daas?exp=ubp8&tab=Overview,3,3,0,1.0
CFOUR - Financial Consolidation Tool,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/eunoialimited.cfour_eunoia_mt?exp=ubp8&tab=Overview,1,1,0,1.0
NCache Enterprise Linux,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/alachisoft.ncache_enterprise_50sp2_linux?exp=ubp8&tab=Overview,10,10,0,1.0
Mapwize,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mapwize.mapwize?exp=ubp8&tab=Overview,6,6,0,1.0
Striim BYOL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/striim.striimbyol?exp=ubp8&tab=Overview,1,1,0,1.0
Zurvey.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/neticle.zurveyio?exp=ubp8&tab=Overview,2,2,0,1.0
Neticle Media Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/neticle.neticlemediaintelligence?exp=ubp8&tab=Overview,1,1,0,1.0
Vital CRM - Customer Relationship Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/galaxysoftwareservices.vitalcrm?exp=ubp8&tab=Overview,1,1,0,1.0
Brain (Power BI Portal),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/axi4cns1581300458087.biportal_id?exp=ubp8&tab=Overview,1,1,0,1.0
Hammerhead PPM Data Warehouse,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/projility.hammerhead?exp=ubp8&tab=Overview,1,1,0,1.0
NielsenIQ Connect,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nielsen.nielsen_connect?exp=ubp8&tab=Overview,14,14,0,1.0
JFrog Artifactory on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.jfrog-artifactory-on-ubuntu-1804?exp=ubp8&tab=Overview,4,4,0,1.0
Kooboo on Windows 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.kooboo-on-windows-2019?exp=ubp8&tab=Overview,2,2,0,1.0
Kooboo on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.kooboo-on-ubuntu-804?exp=ubp8&tab=Overview,2,2,0,1.0
AbanteCart on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.abantecart-on-ubuntu-1804?exp=ubp8&tab=Overview,1,1,0,1.0
Nagios on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.nagios-on-ubuntu-1804?exp=ubp8&tab=Overview,4,4,0,1.0
Redis on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.redis-on-ubuntu-1804?exp=ubp8&tab=Overview,3,3,0,1.0
SLASCONE - Licensing as a Service,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/slascone-gmbh.slascone-saas?exp=ubp8&tab=Overview,2,2,0,1.0
DokuWiki on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.docuwiki-on-ubuntu-1804?exp=ubp8&tab=Overview,3,3,0,1.0
DokuWiki on Windows 2016 ,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.dokuwiki-on-windows-2016?exp=ubp8&tab=Overview,1,1,0,1.0
"Exasol Analytics Database (EnterpriseSupport,PAYG)",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/exasol.exasol-analytics-database-payg?exp=ubp8&tab=Overview,16,16,0,1.0
Elite,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/imagetrendinc.elite?exp=ubp8&tab=Overview,1,1,0,1.0
Apache Solr on Debian,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.apache-solr-on-debian?exp=ubp8&tab=Overview,6,6,0,1.0
Quickproject on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.quickproject-on-windows-server-2019?exp=ubp8&tab=Overview,5,5,0,1.0
Apache Maven on Ubuntu,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.apache-maven-on-ubuntu?exp=ubp8&tab=Overview,3,3,0,1.0
Big Data y Analítica para el Sector Financiero,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gsgesti0nysistemassac-2632522.quipus_analytics?exp=ubp8&tab=Overview,1,1,0,1.0
MariaDB on Ubuntu 18.04,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.mariadb-on-ubuntu-1804?exp=ubp8&tab=Overview,2,2,0,1.0
Cinchy Local Instance,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cinchy.cinchy-local?exp=ubp8&tab=Overview,20,20,0,1.0
Proxitrak,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/proxigroup.002?exp=ubp8&tab=Overview,2,2,0,1.0
Windows Server 2016 with ClamAV,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.clamav-on-windows-server-2016?exp=ubp8&tab=Overview,2,2,0,1.0
